Time,Label,Data
3.678090,"/swerve/setpoint",0.000000
3.678194,"/swerve/output",0.000000
3.678234,"/swerve/steer_enc",6.079812
3.698204,"/swerve/setpoint",0.000000
3.698306,"/swerve/output",0.000000
3.698347,"/swerve/steer_enc",6.085064
3.718206,"/swerve/setpoint",0.000000
3.718309,"/swerve/output",0.000000
3.718348,"/swerve/steer_enc",6.081562
3.738130,"/swerve/setpoint",0.000000
3.738232,"/swerve/output",0.000000
3.738271,"/swerve/steer_enc",6.079812
3.758120,"/swerve/setpoint",0.000000
3.758238,"/swerve/output",0.000000
3.758282,"/swerve/steer_enc",6.081562
3.778060,"/swerve/setpoint",0.000000
3.778161,"/swerve/output",0.000000
3.778201,"/swerve/steer_enc",6.083312
3.798229,"/swerve/setpoint",0.000000
3.798331,"/swerve/output",0.000000
3.798369,"/swerve/steer_enc",6.079812
3.818314,"/swerve/setpoint",0.000000
3.818415,"/swerve/output",0.000000
3.818455,"/swerve/steer_enc",6.085064
3.838772,"/swerve/setpoint",0.000000
3.838933,"/swerve/output",0.000000
3.838982,"/swerve/steer_enc",6.171993
3.858109,"/swerve/setpoint",0.000000
3.858222,"/swerve/output",0.000000
3.858264,"/swerve/steer_enc",6.170217
3.878122,"/swerve/setpoint",0.000000
3.878224,"/swerve/output",0.000000
3.878263,"/swerve/steer_enc",6.079812
3.898176,"/swerve/setpoint",0.000000
3.898276,"/swerve/output",0.000000
3.898317,"/swerve/steer_enc",6.171993
3.918040,"/swerve/setpoint",0.000000
3.918144,"/swerve/output",0.000000
3.918183,"/swerve/steer_enc",6.168441
3.938377,"/swerve/setpoint",0.000000
3.938479,"/swerve/output",0.000000
3.938518,"/swerve/steer_enc",6.166667
3.958376,"/swerve/setpoint",0.000000
3.958480,"/swerve/output",0.000000
3.958518,"/swerve/steer_enc",6.081562
3.978118,"/swerve/setpoint",0.000000
3.978221,"/swerve/output",0.000000
3.978263,"/swerve/steer_enc",6.163121
3.998073,"/swerve/setpoint",0.000000
3.998174,"/swerve/output",0.000000
3.998213,"/swerve/steer_enc",6.081562
4.018087,"/swerve/setpoint",0.000000
4.018195,"/swerve/output",0.000000
4.018234,"/swerve/steer_enc",6.085064
4.038183,"/swerve/setpoint",0.000000
4.038297,"/swerve/output",0.000000
4.038338,"/swerve/steer_enc",6.079812
4.058156,"/swerve/setpoint",0.000000
4.058260,"/swerve/output",0.000000
4.058298,"/swerve/steer_enc",6.079812
4.078085,"/swerve/setpoint",0.000000
4.078194,"/swerve/output",0.000000
4.078237,"/swerve/steer_enc",6.171993
4.098075,"/swerve/setpoint",0.000000
4.098231,"/swerve/output",0.000000
4.098276,"/swerve/steer_enc",6.079812
4.118155,"/swerve/setpoint",0.000000
4.118256,"/swerve/output",0.000000
4.118297,"/swerve/steer_enc",6.079812
4.138093,"/swerve/setpoint",0.000000
4.138253,"/swerve/output",0.000000
4.138332,"/swerve/steer_enc",6.078064
4.158161,"/swerve/setpoint",0.000000
4.158300,"/swerve/output",0.000000
4.158340,"/swerve/steer_enc",6.079812
4.178088,"/swerve/setpoint",0.000000
4.178189,"/swerve/output",0.000000
4.178230,"/swerve/steer_enc",6.166667
4.198216,"/swerve/setpoint",0.000000
4.198318,"/swerve/output",0.000000
4.198358,"/swerve/steer_enc",6.168441
4.218111,"/swerve/setpoint",0.000000
4.218367,"/swerve/output",0.000000
4.218445,"/swerve/steer_enc",6.085064
4.238085,"/swerve/setpoint",0.000000
4.238185,"/swerve/output",0.000000
4.238223,"/swerve/steer_enc",6.079812
4.258102,"/swerve/setpoint",0.000000
4.258203,"/swerve/output",0.000000
4.258242,"/swerve/steer_enc",6.168441
4.278055,"/swerve/setpoint",0.000000
4.278152,"/swerve/output",0.000000
4.278191,"/swerve/steer_enc",6.085064
4.298072,"/swerve/setpoint",0.000000
4.298175,"/swerve/output",0.000000
4.298216,"/swerve/steer_enc",6.085064
4.318163,"/swerve/setpoint",0.000000
4.318266,"/swerve/output",0.000000
4.318304,"/swerve/steer_enc",6.168441
4.338098,"/swerve/setpoint",0.000000
4.338195,"/swerve/output",0.000000
4.338235,"/swerve/steer_enc",6.083312
4.358073,"/swerve/setpoint",0.000000
4.358186,"/swerve/output",0.000000
4.358226,"/swerve/steer_enc",6.168441
4.378033,"/swerve/setpoint",0.000000
4.378134,"/swerve/output",0.000000
4.378173,"/swerve/steer_enc",6.079812
4.398108,"/swerve/setpoint",0.000000
4.398276,"/swerve/output",0.000000
4.398318,"/swerve/steer_enc",6.086817
4.418038,"/swerve/setpoint",0.000000
4.418139,"/swerve/output",0.000000
4.418178,"/swerve/steer_enc",6.079812
4.438086,"/swerve/setpoint",0.000000
4.438186,"/swerve/output",0.000000
4.438225,"/swerve/steer_enc",6.081562
4.458058,"/swerve/setpoint",0.000000
4.458158,"/swerve/output",0.000000
4.458197,"/swerve/steer_enc",6.083312
4.478265,"/swerve/setpoint",0.000000
4.478367,"/swerve/output",0.000000
4.478406,"/swerve/steer_enc",6.170217
4.498044,"/swerve/setpoint",0.000000
